"Data Source","世界发展指标",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"亚美尼亚","ARM","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","401.753867858641","441.797872536285","470.966768149106","536.366104147141","522.656523903374","541.853601150372","605.538026838918","679.838134027168","817.901292491894","1067.99544860004","1482.73076481713","1979.00170351665","2905.9957324166","3771.19526644821","2749.52667944974","2924.4656685949","3164.50351328765","3332.07525412154","3562.03103374025","3653.79037186121","3241.92400715929","3172.82314578967","3522.86165736197","3685.76595659833","4024.13855827787","",
"美属萨摩亚","ASM","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"安提瓜和巴布达","ATG","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"澳大利亚","AUS","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2680.85132947476","2831.50452940028","3252.89276978179","3952.89697025818","5336.53198542206","5796.65106560232","6201.1132146887","6339.85968017504","6744.21910789761","7449.09207817597","8196.05909529227","9711.14512333034","10252.3743301705","9364.85160786727","10055.7411913918","9116.69915811023","9072.39339960502","9279.55159918046","11438.4129742986","14146.546476376","14189.8573763058","14643.4462683378","14467.1296422778","13967.0180405875","14442.8621892205","16063.7503596684","17321.8537099033","18611.9664064041","16962.5985907648","16334.3649060255","17058.2797406884","15451.3991400392","15990.9760382406","18734.0599180582","24240.3587171554","26511.1883380391","27847.649373","31260.1041325905","37805.4807944742","33347.3823240562","40233.3256275756","48283.0259530052","53474.8505582387","53920.0370293533","48738.7479734066","44352.1378460602","39137.3003580273","42036.7964195284","44300.5622771677","42151.0863753148","",
"奥地利","AUT","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1760.36640666307","2033.99993086894","2496.95837123681","3329.74306576726","3957.17097482013","4499.22909141524","4852.85976691475","5795.952730688","6952.56888316491","8309.59347499873","9171.8085095202","7862.68023421888","7895.66274170665","8038.92652581181","7569.36523782768","7734.69079232422","10998.8356946043","13765.7374609857","14865.0576486881","14798.2920589851","18396.4358635312","18879.4280234961","20991.2081719606","20248.4726256312","21548.5845679632","25393.9100650332","25034.8738923861","22290.7313839636","22794.0377099857","22352.315349012","20343.7051465449","20129.1744188594","21823.3940247457","26670.5081017568","30565.8466748113","31856.8771645883","33977.9108774539","39129.3668849384","43491.8699149464","39512.1933578855","39003.6633009568","42581.45348096","39996.8595446505","41700.6822109753","42432.3012710663","35815.1363649335","37186.2483205641","38448.4183463291","41712.2012661055","41179.5489288613","",
"阿塞拜疆","AZE","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","449.039055029628","406.416640288314","361.482235047106","435.078359924846","550.868973570793","651.360090637376","739.464243712711","941.078515049595","1355.27177587932","2041.61742261658","3143.72355439036","3308.67986470109","3834.85977594109","4640.94868450648","5148.23690531603","5698.29173550447","5988.91633141247","4424.79096270659","2997.66745341727","3173.62533641056","3359.63815247828","3501.65035580474","",
"布隆迪","BDI","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","171.061843520655","177.499277360207","171.807624380033","187.313991398152","163.872765690903","186.906754486511","183.306754944203","163.255685771588","150.89376433678","151.043998836995","145.560780297889","149.797850095813","132.985485324821","112.360930838994","104.464221894576","99.3266019070029","77.4848767333073","94.0961418229698","82.3050752942273","87.5038688079236","96.3250862806641","85.9115265665567","72.0868066891112","47.8616729695901","65.6018266289906","84.4518367001424","101.836106598149","91.309789201847","104.982961663572","116.825895670903","145.630706389325","152.665392160956","174.276154355187","181.141882961722","194.107450139418","220.475768552839","199.684870143785","207.326781073897","203.641323303068","199.88772761233","",
"比利时","BEL","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2401.32693910631","2679.96381847189","3334.90464303532","4284.6948777947","4998.573003262","5846.21994758613","6358.81928121668","7323.83221564101","8930.94075235348","10181.8676156169","10834.0471756418","8877.93943338849","7762.43626455523","7346.52150337387","7084.75217867781","7371.61890495228","10301.5932034656","12879.0505259577","14025.9337083099","14100.3500461728","17608.3703822779","18009.5859632459","19967.2559223263","19212.4888731167","21096.821018972","24609.3643838088","23720.530574893","21434.1014630851","21835.9689903146","21652.6988011252","19805.4273196605","19527.9979175238","21086.2679070114","25824.6299709624","29722.6800214311","30803.4478863693","32307.6660996151","36933.6044976338","40253.5846991659","36728.1787445318","36309.1058843981","38241.6815661999","36970.1081456662","38775.524570248","39500.7620024417","33795.2647748051","34512.8304615845","36348.2916745025","39098.0855401263","38208.4492016769","",
"贝宁","BEN","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","106.404601536554","127.91760597498","154.389083494634","166.724398310426","196.764654132226","195.375578838153","205.486694807046","246.610196075025","307.411614666119","353.518546294696","317.564779725446","296.917842906994","244.856414128185","222.168860559358","217.76525618113","272.590330018981","306.185217608447","309.84032196646","270.402692569682","341.56989963176","334.207574782039","261.059945900643","342.919852221183","219.953645907039","287.583576825523","298.76970610647","282.034232333273","298.944937703512","446.830314235732","418.510766664502","426.388242001515","473.692330425726","586.996640075843","666.212299422712","693.104200699818","719.825922362707","811.138848026611","942.811095359042","902.745333840541","860.462879389897","948.051913990743","967.15743106256","1076.57514263981","1115.48582862977","930.88885841508","938.720617079366","974.087916803935","1076.95273267022","1058.61679238682","",
"布基纳法索","BFA","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","266.073245675969","237.852191208265","227.71937898673","201.176960149754","177.915523450678","184.746392641021","235.302352485394","265.200968742312","284.535651437976","276.332577101941","318.021696273721","312.783325393867","214.648078460002","217.956399260698","167.251219520936","203.630166271364","217.751872890138","198.739241760699","220.908684708499","270.616916359244","235.496916206284","246.433227762413","270.225292614159","342.356300406274","377.517307485723","406.13274194875","419.271640885553","468.742018464857","556.275929446081","527.277011999388","529.465463284623","592.392063388435","617.690552086433","645.756325853939","639.832421319765","524.212940792703","555.197284910757","595.400326570585","672.842517002242","672.730660197173","",
"孟加拉国","BGD","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","110.139680863818","168.320090107482","254.486741714219","128.869874171416","117.611640699292","158.878781409837","183.268108591814","208.666429578154","231.308751129422","205.959500618482","193.499946219426","202.657751033027","230.220174877422","219.512152766859","239.596993039624","254.812354854142","269.040359947456","287.396670468456","275.582370824513","276.534204067897","284.355358068181","284.586964859237","312.634021556965","372.962667391881","380.797568273531","386.467149518176","389.231757663583","398.026053982149","393.692259109199","395.984438487362","428.259432211028","457.904977744422","481.264393313116","491.73404914916","543.310656990516","627.368877050768","695.066942408698","774.891980651461","850.613812132416","876.378937706656","972.942502666056","1091.50085564919","1217.84346220517","1360.1524450245","1493.41610780938","1626.32028498981","1777.27629501266","",
"保加利亚","BGR","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1888.53042862942","1896.81368140793","1843.56385214589","1582.68059982115","1681.71835880595","1634.38094020257","1930.77301781434","2664.26955811535","2090.67458312229","2030.27824200812","1831.62403245206","956.256680873827","1028.77177032026","1080.35160960482","1001.31333370463","2062.35613392798","1321.46944935224","1231.21021707598","1601.11033113827","1440.23551644941","1374.19751949407","1546.0817887302","1857.59826742232","2372.05558089534","2944.16398863549","3337.41810693413","3733.51100993014","4613.11530371111","5974.22144250146","5760.17845679052","5585.11646450617","6372.79924401784","6211.65789045905","6398.93886196659","6621.88361984829","5804.81308896592","6220.40574380797","6927.82714896913","7747.2401123215","8260.45733984195","",
"巴林","BHR","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","6243.62921459531","7563.7372572643","7848.10005725438","7850.68404508761","7701.98604536815","5450.36224602394","4691.31419616774","5152.62610938556","5758.35671944963","5869.74273084115","7449.00958508615","8115.30022455061","7818.07233936348","7939.71372273644","8279.15934304743","8870.70132654758","9097.57109216892","8864.6252860553","8529.14920540995","8566.36795555143","11423.279461572","10618.6446980947","10665.7428710662","11826.7227550955","13311.1805224642","15446.0001531845","16671.4091442879","18365.0736289488","19744.9492733268","15310.2159062103","16652.6082074745","16804.1439747313","19942.5254109932","20631.1238179787","20622.1479720833","18914.9981320887","19277.4636395459","20137.7773144713","20217.335477595","19490.5917854671","",
"巴哈马","BHS","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","5417.58828932717","5541.67469270898","6151.86548195198","6636.06611685573","7689.93822928255","8618.76410992399","8983.22101778345","9802.41390496006","10082.4614288121","10997.1826846675","10973.5670308905","10609.1711725455","10747.6875357831","10278.6383831601","10555.8338279159","13109.9327053634","14916.4952830423","20285.3991425879","21538.9553220115","24099.7333061853","24840.0428543965","25046.7987950028","26397.6465148372","25952.4163168091","25979.9555733899","27718.5298437423","27903.480075602","28657.5130019791","28278.4868672977","26081.6698310894","25770.0045961625","25452.3932379969","27202.2806380301","26641.0570480147","26501.0116798555","27332.3296887491","27696.1747411213","29372.0508485513","29629.2851821118","31439.336110223","",
"波斯尼亚和黑塞哥维那","BIH","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237.094637692362","377.966897051056","644.492390262808","870.95870936271","1249.16574993823","1359.73960990183","1504.42943375543","1538.16043207893","1741.39138285968","2140.65366283059","2640.90664028005","2792.0318897766","3162.28663851693","3777.16557928463","4655.58837873837","4274.48545156928","4051.15202618283","4338.66764049538","3991.29684896965","4323.6926792255","4414.40542185384","3925.67726248935","4156.48269399843","4513.78680118397","5071.97432561427","5113.44745542827","",
"白俄罗斯","BLR","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1381.43333878893","1332.73433973751","1216.9123078686","1131.9902413648","1198.79176811597","1141.64666477488","1242.37957220739","990.064666146183","1051.38356740565","1031.49134433374","1227.86388407199","1516.25989995116","1969.8577765379","2589.87860231141","3175.46179394492","3878.41420616672","5199.67468904952","4358.6093162714","4848.62656655684","5175.01102313409","5515.27909704043","6247.96964061698","6589.86512376205","4655.47635947307","3935.94258644725","4546.70156876706","4999.35741607868","5282.87364217284","",
"伯利兹","BLZ","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1283.27432544362","1234.29952378444","1083.27871507117","1106.64057947982","1192.34958715947","1135.05899726413","1236.57532850855","1467.53834165827","1633.2923391783","1832.64281952011","2016.11291188922","2126.02921534505","2427.56844297935","2568.17747682549","2612.8319345334","2733.83567870314","2739.04723593338","2712.02780605136","2723.28272334422","2728.04247582534","2660.95669016292","2642.47601718175","2750.50233658632","2782.64670537998","2821.47087493367","2901.32063192506","2998.82582187805","2926.9653817807","2926.27739303451","3100.61879399326","2962.24825842369","3132.51364524364","3242.91499916716","3371.68219400171","3495.17451826076","3767.12016337956","3761.92297844185","3757.81186331108","3572.21157984123","3549.71620616658","",
"百慕大","BMU","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"玻利维亚","BOL","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","480.697066233948","543.167283428648","605.311867364776","665.76011723243","634.626534910413","847.447970373885","784.907273581919","751.988566705213","853.626289838096","736.232157761934","530.865684192425","575.430446847663","590.088967782657","588.953912646539","601.066060179347","664.117144211623","696.327334783093","695.109405274938","708.273429292131","780.213624402194","848.078409481513","893.841387648128","951.548119626385","888.858473439136","862.288061299571","826.112182448876","785.316780067213","772.656838189195","787.537494660316","818.067151969195","944.923343736923","1061.11697431038","1388.30984694838","1462.52034652224","1593.02187945277","1865.17234017465","2025.87112234912","2265.98059407913","2466.26219297142","2578.92078810224","2650.68507458969","2788.36932878184","2936.95449813964","2986.56981103908","",
"巴西","BRA","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","407.928807752903","464.125405241333","538.891590900375","705.838395034608","912.040878557007","1038.9629787182","1248.74960507551","1411.12515224876","1556.70546846057","1689.36416106164","1691.960665809","1841.38128572967","1899.04640731053","1325.6702506009","1330.09404364707","1378.71028716924","1651.74917158322","1798.41814814836","1982.32334334841","2791.69141628323","2727.70692581168","3547.20570344276","2336.76869677829","2495.84741137643","3066.896449207","4304.62740928941","4632.16342584231","4706.40590620709","4477.42145909498","3020.60563413186","3305.51472480651","2775.61454187562","2477.70749356374","2691.49917095194","3164.05468596938","4165.01535369753","5140.64587634312","6428.44416116588","7651.1613839963","7607.40542914536","9774.81361553017","11492.0682258954","10786.6902920265","10878.5460073405","10674.815313336","7831.53981039641","7743.61781028508","8818.87225458387","7850.80355128928","7628.82844968616","",
"巴巴多斯","BRB","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","5303.41711792783","5803.46267301381","6163.32952633263","6863.06240983609","6787.17450578934","6836.93904245033","6664.384221405","6965.18263019851","7218.98268389523","7283.85001998364","7707.9435672913","8145.0439090961","9173.23574563817","9501.63065153271","9799.33447065062","9719.36674257246","9825.27427377755","10052.1599761449","10766.3006123857","11805.0492054861","12696.2793583714","14300.6224906667","14379.8405583638","13606.7952448207","13981.6126524829","13623.5953836089","13898.5600530249","14052.380913359","14083.9118373034","14086.7072859283","14368.7197411664","14808.9411813016","15113.4841240121","15641.5267453333","",
"文莱达鲁萨兰国","BRN","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8988.33548045511","9539.51144129858","10913.181404334","12009.6725054476","11406.095415263","11097.9293638068","12407.4779150984","12899.4948994132","12911.6357310979","10400.8916929051","10925.1462386756","12544.5159669631","12143.1822975216","12980.3198463763","13967.0291353839","15848.9702424919","17936.6347558656","20943.4670925989","24267.6302575327","27769.1530887878","21577.3048213477","26584.3903451733","31964.255857166","33667.0745053973","33749.8539361419","32109.5873832924","25938.7769779839","24196.6169137352","24609.8520902559","23891.5025440374","24693.8753198555","",
"不丹","BTN","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","232.592559032494","238.601630562697","221.589578563873","233.813883387363","266.211841992622","268.145069508385","303.780200332285","393.483996636144","446.865320408922","451.020182545901","481.099516080646","382.049171104187","367.957421901084","353.956044809007","427.093136788199","442.370217565007","463.974442521306","550.419831779422","512.715946816726","531.973547159317","649.990450972958","696.45684790837","761.993309284258","853.917820735183","949.908979302925","1100.33175539614","1198.55146405045","1547.50903792636","1582.10223503144","1555.96675872156","1882.62651401326","2124.43059632722","2083.87263509774","2055.73241821817","2203.36468328404","2267.22020708547","2366.80928048664","2679.37634744915","2661.52142380735","2719.83169379838","",
"博茨瓦纳","BWA","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","969.652786902186","1045.84095072661","944.616495883385","989.976569912332","956.72945243549","837.400840047803","1012.69712063038","1307.35171484588","1721.30450232506","1929.15746450539","2494.30559944589","2602.75491235815","2691.25407041631","2759.86511914132","2388.44808454136","2710.78828926578","2597.86617834595","2743.91333924688","2742.94932079938","2839.07649872442","2879.51740041285","2842.90839644264","2405.6981875279","3008.82893215364","3422.54436634431","3969.65021292828","3846.8539562181","4062.23304090942","4008.25201955629","3874.63725536238","4628.93374230348","5904.24423537089","5408.41965432475","5342.94264802097","5897.80701500029","5149.70553463651","5070.47942234031","5545.61812072808","5799.84991888382","5617.68464805211","",
"中非共和国","CAF","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","301.886562184737","265.544741748029","274.302069277528","231.573318157333","220.942827739577","298.938123514339","376.118169848221","385.691619273888","401.409956299448","388.761841991693","446.706298914221","417.394431921343","415.680189356946","363.711278453522","238.924526531641","307.256904018932","264.528873938297","244.163232560612","247.461018244038","253.219508747284","225.706599137769","227.18302821695","236.803973926598","268.135997424565","291.923365187143","303.787613066175","326.498575119356","373.135851433288","423.820627385479","434.520586955708","444.212427113739","490.418207960768","500.998404927992","315.510702771855","345.076347638888","310.128204868657","331.705644059922","387.537313218985","411.427923567092","404.480317193438","",
"加拿大","CAN","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","3442.4554887475","3789.0078530559","4292.23782259537","4877.41211978102","5767.53588053763","6215.92139926769","7300.17056902227","7350.30990547497","7498.92827938502","8004.23605861498","8842.45711456033","9916.57119787461","10018.8200878357","10835.216807576","11205.0149630732","11442.6521815743","11816.0859418203","13161.2467254465","15227.416020244","16653.1624909393","17217.191397716","17675.8709800686","16782.1195286463","16228.0065304488","16059.6415709876","16626.9669323917","17026.1415581887","17608.7234987097","16843.1600880566","17922.2010274722","19538.2654062418","19043.5961997747","19643.2414637749","22964.150302032","26105.6419011429","29581.9281189479","33140.4253940902","36608.7713279205","37863.1607401129","33001.1417501431","38702.4344711568","42587.8282670762","42991.1359919871","43034.9041247821","41604.7454925251","35337.8778527206","34316.4514455991","36962.0905536871","37739.0196835102","37829.4827350539","",
"中歐和波羅的海","CEB","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1851.51373621582","2206.55417631642","2867.52363948717","3045.59769679194","3007.49410917263","3315.93399059246","3198.90596078396","3174.63438940407","3506.87983681697","3972.72801635878","4734.72386722299","5675.11942622528","6728.11501845264","7587.50037635488","9566.35997269619","11834.9550676872","9927.09434799148","10100.8091058603","11096.0372577295","10431.6176292889","11065.4465032174","11434.8453817859","10099.4717807055","10336.7210085874","11548.9669330182","13018.7357910882","13350.1645476214","",
"瑞士","CHE","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","3262.27122895177","3887.70182225244","4704.53142201531","6340.83208682582","7334.63766396994","8434.32287081329","8995.26210232635","9623.58662192708","13422.3657713096","15217.98858877","16132.0054278584","14861.9152177727","14921.9059156222","14820.6390464097","14272.416751428","14284.5024474762","20066.141958982","24665.3288869639","26575.592251556","24982.1076105945","31124.0477093949","31031.6431835904","31737.0476262496","30941.6906988469","33754.8752137525","39943.3244501028","38626.0180090582","34277.6355222735","35381.1231847167","34696.4627926576","32389.257119919","31658.061701731","33177.7917716046","40293.6913378006","44648.0373426104","47354.4810555456","49424.1050015267","50371.4629865711","51919.9759553986","54939.5206239248","62059.6542338721","69425.7193363146","67027.0733506237","67984.7423597956","67664.2012909888","65821.9291882292","62739.0873056742","61418.2535141194","64906.6889670087","65600.0554669657","",
"海峡群岛","CHI","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"智利","CHL","人均调整国民收入净额（美元现值）","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","792.822925224255","959.375254672678","1041.31690364608","1404.3088252425","1279.6546147103","547.495689234491","748.651598389676","1049.11926042491","1191.00771979684","1605.99323112178","2125.6689418902","2514.51579543314","1711.24192830094","1298.44983324936","1213.9880079987","972.723277315648","1069.12827051154","1281.52770134543","1457.56905777644","1644.05476543108","1860.31737519557","2189.22842064675","2690.69798746467","2895.67483036922","3228.88955497088","4106.9702677002","4333.88918891381","4690.11473420916","4564.42188635879","4047.06743888954","4085.17452013761","3740.22226602843","3623.34637374317","3735.03950932897","4527.84969014145","5526.56088125561","6114.32900911079","6918.34024792106","7697.34884539977","7686.67162227777","9472.91582445037","10987.7329773507","11951.2496997589","12412.3509272473","11781.3748312939","11210.3133627808","11041.6316832602","11723.2110001775","12221.5691177737","11718.5485303935","",
